,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
12,0.0017052173614501953,0.0004011157575924203,0.012437725067138672,0.001247335686801467,ball_tree,18,1,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 18, 'p': 1, 'weights': 'uniform'}",-0.21678321678321677,-0.1958041958041958,-0.15492957746478872,-0.18309859154929578,-0.21830985915492956,-0.19382022471910113,0.023470813511628053,29,-0.1757469244288225,-0.18629173989455183,-0.17719298245614035,-0.1824561403508772,-0.17543859649122806,-0.17942527672432398,0.004260081768731749
69,0.0014037609100341797,0.000374852314264557,0.006924152374267578,0.0016926411390161462,auto,17,1,distance,"{'algorithm': 'auto', 'n_neighbors': 17, 'p': 1, 'weights': 'distance'}",-0.22377622377622378,-0.1888111888111888,-0.1619718309859155,-0.19718309859154928,-0.19718309859154928,-0.19382022471910113,0.019800829957498933,29,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
18,0.003205394744873047,0.0027199762532341106,0.018751001358032225,0.005782364666675647,ball_tree,19,2,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 19, 'p': 2, 'weights': 'uniform'}",-0.18181818181818182,-0.22377622377622378,-0.19718309859154928,-0.16901408450704225,-0.19718309859154928,-0.19382022471910113,0.018341042963330507,29,-0.1968365553602812,-0.18629173989455183,-0.1912280701754386,-0.17894736842105263,-0.1912280701754386,-0.18890636080535259,0.005994771493477475
41,0.0015045166015625,0.00031741211198859666,0.006517219543457031,0.0013817300747796558,brute,15,1,distance,"{'algorithm': 'brute', 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}",-0.2097902097902098,-0.1888111888111888,-0.19014084507042253,-0.19014084507042253,-0.19718309859154928,-0.1952247191011236,0.007870513785322818,41,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
61,0.0012029647827148438,0.0002456516115490468,0.005717802047729492,0.0010794415258022405,auto,15,1,distance,"{'algorithm': 'auto', 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}",-0.2097902097902098,-0.1888111888111888,-0.19014084507042253,-0.19014084507042253,-0.19718309859154928,-0.1952247191011236,0.007870513785322818,41,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0.0009044170379638672,0.00020176662153159353,0.004269456863403321,0.00046647226169468063,ball_tree,15,1,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}",-0.2097902097902098,-0.1888111888111888,-0.19014084507042253,-0.19014084507042253,-0.19718309859154928,-0.1952247191011236,0.007870513785322818,41,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
21,0.001904916763305664,0.00037548951899382785,0.007119131088256836,0.00037564247735369025,kd_tree,15,1,distance,"{'algorithm': 'kd_tree', 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}",-0.2097902097902098,-0.1888111888111888,-0.19014084507042253,-0.19014084507042253,-0.19718309859154928,-0.1952247191011236,0.007870513785322818,41,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
65,0.0020051002502441406,0.0008369156547536318,0.00692453384399414,0.001505041422319825,auto,16,1,distance,"{'algorithm': 'auto', 'n_neighbors': 16, 'p': 1, 'weights': 'distance'}",-0.21678321678321677,-0.2097902097902098,-0.176056338028169,-0.19014084507042253,-0.19014084507042253,-0.19662921348314608,0.014750271891067052,45,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
74,0.0019045352935791015,0.0004914981145546425,0.014752483367919922,0.003225296896358968,auto,18,2,uniform,"{'algorithm': 'auto', 'n_neighbors': 18, 'p': 2, 'weights': 'uniform'}",-0.18181818181818182,-0.21678321678321677,-0.20422535211267606,-0.176056338028169,-0.20422535211267606,-0.19662921348314608,0.015266427565280218,45,-0.19156414762741653,-0.18453427065026362,-0.19649122807017544,-0.1912280701754386,-0.18771929824561404,-0.19030740295378165,0.004017314300680209
59,0.0021135807037353516,0.0020194754368808663,0.006016063690185547,0.0018746179050443583,brute,19,2,distance,"{'algorithm': 'brute', 'n_neighbors': 19, 'p': 2, 'weights': 'distance'}",-0.18181818181818182,-0.23076923076923078,-0.20422535211267606,-0.16901408450704225,-0.19718309859154928,-0.19662921348314608,0.021019234604008143,45,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
54,0.0010486602783203124,0.000676484317015327,0.00982961654663086,0.0014410236872647473,brute,18,2,uniform,"{'algorithm': 'brute', 'n_neighbors': 18, 'p': 2, 'weights': 'uniform'}",-0.18181818181818182,-0.21678321678321677,-0.20422535211267606,-0.176056338028169,-0.20422535211267606,-0.19662921348314608,0.015266427565280218,45,-0.19156414762741653,-0.18453427065026362,-0.19649122807017544,-0.1912280701754386,-0.18771929824561404,-0.19030740295378165,0.004017314300680209
50,0.0012033462524414062,0.0004008771265192374,0.010828828811645508,0.0011693443087432804,brute,17,2,uniform,"{'algorithm': 'brute', 'n_neighbors': 17, 'p': 2, 'weights': 'uniform'}",-0.1958041958041958,-0.20279720279720279,-0.20422535211267606,-0.19014084507042253,-0.19014084507042253,-0.19662921348314608,0.006006471354037863,45,-0.19332161687170474,-0.18101933216168717,-0.18771929824561404,-0.1824561403508772,-0.19473684210526315,-0.18785064594702927,0.005534184877065591
70,0.0020052909851074217,0.0005487277101724287,0.022317981719970702,0.011465918501302965,auto,17,2,uniform,"{'algorithm': 'auto', 'n_neighbors': 17, 'p': 2, 'weights': 'uniform'}",-0.1958041958041958,-0.20279720279720279,-0.20422535211267606,-0.19014084507042253,-0.19014084507042253,-0.19662921348314608,0.006006471354037863,45,-0.19332161687170474,-0.18101933216168717,-0.18771929824561404,-0.1824561403508772,-0.19473684210526315,-0.18785064594702927,0.005534184877065591
39,0.0018046379089355468,0.00024571018541460875,0.0060160160064697266,0.0004485673068569781,kd_tree,19,2,distance,"{'algorithm': 'kd_tree', 'n_neighbors': 19, 'p': 2, 'weights': 'distance'}",-0.18181818181818182,-0.23076923076923078,-0.20422535211267606,-0.16901408450704225,-0.19718309859154928,-0.19662921348314608,0.021019234604008143,45,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
19,0.001804351806640625,0.00024479748792002377,0.006517219543457031,0.000709449781691204,ball_tree,19,2,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 19, 'p': 2, 'weights': 'distance'}",-0.18181818181818182,-0.23076923076923078,-0.20422535211267606,-0.16901408450704225,-0.19718309859154928,-0.19662921348314608,0.021019234604008143,45,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
5,0.00110321044921875,0.00020108231442046915,0.0046901702880859375,0.0006547524449227911,ball_tree,16,1,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 16, 'p': 1, 'weights': 'distance'}",-0.21678321678321677,-0.2097902097902098,-0.176056338028169,-0.19014084507042253,-0.19014084507042253,-0.19662921348314608,0.014750271891067052,45,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
10,0.0017042160034179688,0.0002451843159498659,0.01404271125793457,0.0017678633340385138,ball_tree,17,2,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 17, 'p': 2, 'weights': 'uniform'}",-0.1958041958041958,-0.20279720279720279,-0.20422535211267606,-0.19014084507042253,-0.19014084507042253,-0.19662921348314608,0.006006471354037863,45,-0.19332161687170474,-0.18101933216168717,-0.18771929824561404,-0.1824561403508772,-0.19473684210526315,-0.18785064594702927,0.005534184877065591
14,0.0019054412841796875,0.0008031132296601029,0.015240335464477539,0.006978929460563326,ball_tree,18,2,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 18, 'p': 2, 'weights': 'uniform'}",-0.18181818181818182,-0.21678321678321677,-0.20422535211267606,-0.176056338028169,-0.20422535211267606,-0.19662921348314608,0.015266427565280218,45,-0.19156414762741653,-0.18453427065026362,-0.19649122807017544,-0.1912280701754386,-0.18771929824561404,-0.19030740295378165,0.004017314300680209
25,0.0015038490295410157,4.422005889652111e-07,0.0065175056457519535,0.0006340308554676671,kd_tree,16,1,distance,"{'algorithm': 'kd_tree', 'n_neighbors': 16, 'p': 1, 'weights': 'distance'}",-0.21678321678321677,-0.2097902097902098,-0.176056338028169,-0.19014084507042253,-0.19014084507042253,-0.19662921348314608,0.014750271891067052,45,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
30,0.0015032768249511718,0.00031741153175602677,0.012032270431518555,0.0015856083555504993,kd_tree,17,2,uniform,"{'algorithm': 'kd_tree', 'n_neighbors': 17, 'p': 2, 'weights': 'uniform'}",-0.1958041958041958,-0.20279720279720279,-0.20422535211267606,-0.19014084507042253,-0.19014084507042253,-0.19662921348314608,0.006006471354037863,45,-0.19332161687170474,-0.18101933216168717,-0.18771929824561404,-0.1824561403508772,-0.19473684210526315,-0.18785064594702927,0.005534184877065591
79,0.0034115791320800783,0.003828050088216953,0.01384420394897461,0.012236908701904336,auto,19,2,distance,"{'algorithm': 'auto', 'n_neighbors': 19, 'p': 2, 'weights': 'distance'}",-0.18181818181818182,-0.23076923076923078,-0.20422535211267606,-0.16901408450704225,-0.19718309859154928,-0.19662921348314608,0.021019234604008143,45,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
45,0.002706098556518555,0.0010319717599527208,0.007419300079345703,0.00143269271175021,brute,16,1,distance,"{'algorithm': 'brute', 'n_neighbors': 16, 'p': 1, 'weights': 'distance'}",-0.21678321678321677,-0.2097902097902098,-0.176056338028169,-0.19014084507042253,-0.19014084507042253,-0.19662921348314608,0.014750271891067052,45,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
34,0.001605653762817383,0.00037700184172929864,0.012944173812866212,0.0018380524326448641,kd_tree,18,2,uniform,"{'algorithm': 'kd_tree', 'n_neighbors': 18, 'p': 2, 'weights': 'uniform'}",-0.18181818181818182,-0.21678321678321677,-0.20422535211267606,-0.176056338028169,-0.20422535211267606,-0.19662921348314608,0.015266427565280218,45,-0.19156414762741653,-0.18453427065026362,-0.19649122807017544,-0.1912280701754386,-0.18771929824561404,-0.19030740295378165,0.004017314300680209
15,0.001604318618774414,0.00020062931222851804,0.005414533615112305,0.0003757063908328834,ball_tree,18,2,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 18, 'p': 2, 'weights': 'distance'}",-0.1958041958041958,-0.21678321678321677,-0.2112676056338028,-0.176056338028169,-0.19014084507042253,-0.19803370786516855,0.014672637073519942,61,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
35,0.001604175567626953,0.0002007013546587505,0.005815362930297852,0.00040130623733135236,kd_tree,18,2,distance,"{'algorithm': 'kd_tree', 'n_neighbors': 18, 'p': 2, 'weights': 'distance'}",-0.1958041958041958,-0.21678321678321677,-0.2112676056338028,-0.176056338028169,-0.19014084507042253,-0.19803370786516855,0.014672637073519942,61,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
3,0.0008017539978027344,0.00024534184204425116,0.0034115791320800783,0.00020177956936056482,ball_tree,15,2,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 15, 'p': 2, 'weights': 'distance'}",-0.1888111888111888,-0.21678321678321677,-0.22535211267605634,-0.176056338028169,-0.18309859154929578,-0.19803370786516855,0.01942532683819626,61,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
75,0.001403951644897461,0.0003750945965500095,0.005013275146484375,0.0009502500259326772,auto,18,2,distance,"{'algorithm': 'auto', 'n_neighbors': 18, 'p': 2, 'weights': 'distance'}",-0.1958041958041958,-0.21678321678321677,-0.2112676056338028,-0.176056338028169,-0.19014084507042253,-0.19803370786516855,0.014672637073519942,61,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
55,0.0006011486053466797,0.00020010484837236947,0.003411531448364258,0.00037532361300597833,brute,18,2,distance,"{'algorithm': 'brute', 'n_neighbors': 18, 'p': 2, 'weights': 'distance'}",-0.1958041958041958,-0.21678321678321677,-0.2112676056338028,-0.176056338028169,-0.19014084507042253,-0.19803370786516855,0.014672637073519942,61,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
63,0.0016076087951660157,0.0003752231991780346,0.005111169815063476,0.0009706945393971643,auto,15,2,distance,"{'algorithm': 'auto', 'n_neighbors': 15, 'p': 2, 'weights': 'distance'}",-0.1888111888111888,-0.21678321678321677,-0.22535211267605634,-0.176056338028169,-0.18309859154929578,-0.19803370786516855,0.01942532683819626,61,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
23,0.001804494857788086,0.0002456904834245336,0.006016159057617187,0.0003169592796172821,kd_tree,15,2,distance,"{'algorithm': 'kd_tree', 'n_neighbors': 15, 'p': 2, 'weights': 'distance'}",-0.1888111888111888,-0.21678321678321677,-0.22535211267605634,-0.176056338028169,-0.18309859154929578,-0.19803370786516855,0.01942532683819626,61,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
43,0.0013034820556640625,0.0002453208036282312,0.00461421012878418,0.0009748511691165814,brute,15,2,distance,"{'algorithm': 'brute', 'n_neighbors': 15, 'p': 2, 'weights': 'distance'}",-0.1888111888111888,-0.21678321678321677,-0.22535211267605634,-0.176056338028169,-0.18309859154929578,-0.19803370786516855,0.01942532683819626,61,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
71,0.0016039371490478515,0.0009722691484951608,0.00531463623046875,0.0008139298035811837,auto,17,2,distance,"{'algorithm': 'auto', 'n_neighbors': 17, 'p': 2, 'weights': 'distance'}",-0.1958041958041958,-0.22377622377622378,-0.2112676056338028,-0.18309859154929578,-0.19014084507042253,-0.20084269662921347,0.014766220921542172,69,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
11,0.0019062042236328125,0.00037501617330950367,0.005216550827026367,0.0006814249813716241,ball_tree,17,2,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 17, 'p': 2, 'weights': 'distance'}",-0.1958041958041958,-0.22377622377622378,-0.2112676056338028,-0.18309859154929578,-0.19014084507042253,-0.20084269662921347,0.014766220921542172,69,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
31,0.0016038894653320312,0.00037459765088201924,0.006818628311157227,0.0018914031216897317,kd_tree,17,2,distance,"{'algorithm': 'kd_tree', 'n_neighbors': 17, 'p': 2, 'weights': 'distance'}",-0.1958041958041958,-0.22377622377622378,-0.2112676056338028,-0.18309859154929578,-0.19014084507042253,-0.20084269662921347,0.014766220921542172,69,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
51,0.0013043403625488282,0.0002442750895769064,0.003711557388305664,0.0004000306994475052,brute,17,2,distance,"{'algorithm': 'brute', 'n_neighbors': 17, 'p': 2, 'weights': 'distance'}",-0.1958041958041958,-0.22377622377622378,-0.2112676056338028,-0.18309859154929578,-0.19014084507042253,-0.20084269662921347,0.014766220921542172,69,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
66,0.003111124038696289,0.0027567128305170246,0.011833715438842773,0.003625364174905161,auto,16,2,uniform,"{'algorithm': 'auto', 'n_neighbors': 16, 'p': 2, 'weights': 'uniform'}",-0.1888111888111888,-0.22377622377622378,-0.21830985915492956,-0.19718309859154928,-0.18309859154929578,-0.20224719101123595,0.016094939874576972,73,-0.18980667838312829,-0.17750439367311072,-0.18596491228070175,-0.18771929824561404,-0.18596491228070175,-0.18539203897265133,0.0041899043634346985
6,0.0010101795196533203,1.1024120351502315e-05,0.007323503494262695,0.0003902773921665318,ball_tree,16,2,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 16, 'p': 2, 'weights': 'uniform'}",-0.1888111888111888,-0.22377622377622378,-0.21830985915492956,-0.19718309859154928,-0.18309859154929578,-0.20224719101123595,0.016094939874576972,73,-0.18980667838312829,-0.17750439367311072,-0.18596491228070175,-0.18771929824561404,-0.18596491228070175,-0.18539203897265133,0.0041899043634346985
26,0.001801776885986328,0.0003963469024801132,0.014338207244873048,0.0014392225190904171,kd_tree,16,2,uniform,"{'algorithm': 'kd_tree', 'n_neighbors': 16, 'p': 2, 'weights': 'uniform'}",-0.1888111888111888,-0.22377622377622378,-0.21830985915492956,-0.19718309859154928,-0.18309859154929578,-0.20224719101123595,0.016094939874576972,73,-0.18980667838312829,-0.17750439367311072,-0.18596491228070175,-0.18771929824561404,-0.18596491228070175,-0.18539203897265133,0.0041899043634346985
46,0.0015041351318359375,0.00031711027646981433,0.015641403198242188,0.00280762743769853,brute,16,2,uniform,"{'algorithm': 'brute', 'n_neighbors': 16, 'p': 2, 'weights': 'uniform'}",-0.1888111888111888,-0.22377622377622378,-0.21830985915492956,-0.19718309859154928,-0.18309859154929578,-0.20224719101123595,0.016094939874576972,73,-0.18980667838312829,-0.17750439367311072,-0.18596491228070175,-0.18771929824561404,-0.18596491228070175,-0.18539203897265133,0.0041899043634346985
47,0.001604461669921875,0.0007355986590039993,0.005414628982543945,0.0013221942630558996,brute,16,2,distance,"{'algorithm': 'brute', 'n_neighbors': 16, 'p': 2, 'weights': 'distance'}",-0.1958041958041958,-0.23776223776223776,-0.22535211267605634,-0.19014084507042253,-0.19718309859154928,-0.20926966292134833,0.018792591111658093,77,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
7,0.0012008190155029298,0.0002425929181908092,0.003709840774536133,0.0006950304287976799,ball_tree,16,2,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 16, 'p': 2, 'weights': 'distance'}",-0.1958041958041958,-0.23776223776223776,-0.22535211267605634,-0.19014084507042253,-0.19718309859154928,-0.20926966292134833,0.018792591111658093,77,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
27,0.001904916763305664,0.00020024835360731429,0.008723640441894531,0.0016963233537122412,kd_tree,16,2,distance,"{'algorithm': 'kd_tree', 'n_neighbors': 16, 'p': 2, 'weights': 'distance'}",-0.1958041958041958,-0.23776223776223776,-0.22535211267605634,-0.19014084507042253,-0.19718309859154928,-0.20926966292134833,0.018792591111658093,77,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
67,0.0021105289459228517,0.0015100685410694478,0.00672445297241211,0.0027450705987288816,auto,16,2,distance,"{'algorithm': 'auto', 'n_neighbors': 16, 'p': 2, 'weights': 'distance'}",-0.1958041958041958,-0.23776223776223776,-0.22535211267605634,-0.19014084507042253,-0.19718309859154928,-0.20926966292134833,0.018792591111658093,77,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
